Målernummer;Dato;Time;Forbruk;Max
7.07058E+17;31.12.2021;Totalt;742.8;37.4
7.07058E+17;31.12.2021;23;27.2;
7.07058E+17;31.12.2021;22;30.8;
7.07058E+17;31.12.2021;21;33.2;
7.07058E+17;31.12.2021;20;34.8;
7.07058E+17;31.12.2021;19;37.4;
7.07058E+17;31.12.2021;18;36.6;
7.07058E+17;31.12.2021;17;32.8;
7.07058E+17;31.12.2021;16;33.6;
7.07058E+17;31.12.2021;15;29.6;
7.07058E+17;31.12.2021;14;28.6;
7.07058E+17;31.12.2021;13;26.4;
7.07058E+17;31.12.2021;12;28.4;
7.07058E+17;31.12.2021;11;29;
7.07058E+17;31.12.2021;10;29;
7.07058E+17;31.12.2021;9;28.4;
7.07058E+17;31.12.2021;8;29;
7.07058E+17;31.12.2021;7;29.4;
7.07058E+17;31.12.2021;6;31.8;
7.07058E+17;31.12.2021;5;31.4;
7.07058E+17;31.12.2021;4;30.4;
7.07058E+17;31.12.2021;3;30.8;
7.07058E+17;31.12.2021;2;32;
7.07058E+17;31.12.2021;1;32;
7.07058E+17;31.12.2021;0;30.2;
7.07058E+17;30.12.2021;Totalt;761.8;34.6
7.07058E+17;30.12.2021;23;33.2;
7.07058E+17;30.12.2021;22;33.8;
7.07058E+17;30.12.2021;21;29.4;
7.07058E+17;30.12.2021;20;28.8;
7.07058E+17;30.12.2021;19;29.8;
7.07058E+17;30.12.2021;18;31.2;
7.07058E+17;30.12.2021;17;32.2;
7.07058E+17;30.12.2021;16;30.8;
7.07058E+17;30.12.2021;15;28;
7.07058E+17;30.12.2021;14;28.6;
7.07058E+17;30.12.2021;13;28.4;
7.07058E+17;30.12.2021;12;30.2;
7.07058E+17;30.12.2021;11;31.6;
7.07058E+17;30.12.2021;10;34;
7.07058E+17;30.12.2021;9;34.6;
7.07058E+17;30.12.2021;8;34.2;
7.07058E+17;30.12.2021;7;34.6;
7.07058E+17;30.12.2021;6;34.4;
7.07058E+17;30.12.2021;5;32.4;
7.07058E+17;30.12.2021;4;32.2;
7.07058E+17;30.12.2021;3;32.2;
7.07058E+17;30.12.2021;2;30.8;
7.07058E+17;30.12.2021;1;32.6;
7.07058E+17;30.12.2021;0;33.8;
7.07058E+17;29.12.2021;Totalt;959.4;45.4
7.07058E+17;29.12.2021;23;36.8;
7.07058E+17;29.12.2021;22;33.8;
7.07058E+17;29.12.2021;21;34;
7.07058E+17;29.12.2021;20;32.8;
7.07058E+17;29.12.2021;19;37.4;
7.07058E+17;29.12.2021;18;38;
7.07058E+17;29.12.2021;17;37.6;
7.07058E+17;29.12.2021;16;37.8;
7.07058E+17;29.12.2021;15;36.8;
7.07058E+17;29.12.2021;14;38.4;
7.07058E+17;29.12.2021;13;41.4;
7.07058E+17;29.12.2021;12;42;
7.07058E+17;29.12.2021;11;45.2;
7.07058E+17;29.12.2021;10;40;
7.07058E+17;29.12.2021;9;44.2;
7.07058E+17;29.12.2021;8;43.2;
7.07058E+17;29.12.2021;7;43.6;
7.07058E+17;29.12.2021;6;42.6;
7.07058E+17;29.12.2021;5;41.2;
7.07058E+17;29.12.2021;4;41;
7.07058E+17;29.12.2021;3;41;
7.07058E+17;29.12.2021;2;42.4;
7.07058E+17;29.12.2021;1;42.8;
7.07058E+17;29.12.2021;0;45.4;
7.07058E+17;28.12.2021;Totalt;963.6;50.2
7.07058E+17;28.12.2021;23;44.2;
7.07058E+17;28.12.2021;22;45.6;
7.07058E+17;28.12.2021;21;42.8;
7.07058E+17;28.12.2021;20;45.8;
7.07058E+17;28.12.2021;19;50.2;
7.07058E+17;28.12.2021;18;49;
7.07058E+17;28.12.2021;17;47.6;
7.07058E+17;28.12.2021;16;47.4;
7.07058E+17;28.12.2021;15;44.2;
7.07058E+17;28.12.2021;14;42.6;
7.07058E+17;28.12.2021;13;45;
7.07058E+17;28.12.2021;12;45.4;
7.07058E+17;28.12.2021;11;46.8;
7.07058E+17;28.12.2021;10;38;
7.07058E+17;28.12.2021;9;34.8;
7.07058E+17;28.12.2021;8;33.6;
7.07058E+17;28.12.2021;7;32.2;
7.07058E+17;28.12.2021;6;32;
7.07058E+17;28.12.2021;5;35.2;
7.07058E+17;28.12.2021;4;31.6;
7.07058E+17;28.12.2021;3;31.8;
7.07058E+17;28.12.2021;2;32.8;
7.07058E+17;28.12.2021;1;32.4;
7.07058E+17;28.12.2021;0;32.6;
7.07058E+17;27.12.2021;Totalt;825.6;41
7.07058E+17;27.12.2021;23;32.8;
7.07058E+17;27.12.2021;22;34.6;
7.07058E+17;27.12.2021;21;34.6;
7.07058E+17;27.12.2021;20;33.8;
7.07058E+17;27.12.2021;19;35.6;
7.07058E+17;27.12.2021;18;40.8;
7.07058E+17;27.12.2021;17;41;
7.07058E+17;27.12.2021;16;40.4;
7.07058E+17;27.12.2021;15;33;
7.07058E+17;27.12.2021;14;33.4;
7.07058E+17;27.12.2021;13;35.6;
7.07058E+17;27.12.2021;12;33;
7.07058E+17;27.12.2021;11;32.4;
7.07058E+17;27.12.2021;10;34.2;
7.07058E+17;27.12.2021;9;33.4;
7.07058E+17;27.12.2021;8;34.4;
7.07058E+17;27.12.2021;7;33.6;
7.07058E+17;27.12.2021;6;33.2;
7.07058E+17;27.12.2021;5;33.8;
7.07058E+17;27.12.2021;4;32.2;
7.07058E+17;27.12.2021;3;31.4;
7.07058E+17;27.12.2021;2;32.6;
7.07058E+17;27.12.2021;1;32.2;
7.07058E+17;27.12.2021;0;33.6;
7.07058E+17;26.12.2021;Totalt;720.4;34.6
7.07058E+17;26.12.2021;23;31.4;
7.07058E+17;26.12.2021;22;29.2;
7.07058E+17;26.12.2021;21;29.2;
7.07058E+17;26.12.2021;20;29.2;
7.07058E+17;26.12.2021;19;30;
7.07058E+17;26.12.2021;18;27.4;
7.07058E+17;26.12.2021;17;25.8;
7.07058E+17;26.12.2021;16;27.8;
7.07058E+17;26.12.2021;15;28.2;
7.07058E+17;26.12.2021;14;27.4;
7.07058E+17;26.12.2021;13;30.2;
7.07058E+17;26.12.2021;12;29.2;
7.07058E+17;26.12.2021;11;31;
7.07058E+17;26.12.2021;10;30.6;
7.07058E+17;26.12.2021;9;30.2;
7.07058E+17;26.12.2021;8;31.2;
7.07058E+17;26.12.2021;7;31.8;
7.07058E+17;26.12.2021;6;30;
7.07058E+17;26.12.2021;5;30.4;
7.07058E+17;26.12.2021;4;31;
7.07058E+17;26.12.2021;3;34.6;
7.07058E+17;26.12.2021;2;31.6;
7.07058E+17;26.12.2021;1;31.2;
7.07058E+17;26.12.2021;0;31.8;
7.07058E+17;25.12.2021;Totalt;779.4;35.8
7.07058E+17;25.12.2021;23;32;
7.07058E+17;25.12.2021;22;30.8;
7.07058E+17;25.12.2021;21;31.8;
7.07058E+17;25.12.2021;20;31.4;
7.07058E+17;25.12.2021;19;30.6;
7.07058E+17;25.12.2021;18;31.8;
7.07058E+17;25.12.2021;17;33.4;
7.07058E+17;25.12.2021;16;32.4;
7.07058E+17;25.12.2021;15;31.8;
7.07058E+17;25.12.2021;14;29.4;
7.07058E+17;25.12.2021;13;29.2;
7.07058E+17;25.12.2021;12;29.4;
7.07058E+17;25.12.2021;11;34.6;
7.07058E+17;25.12.2021;10;35.4;
7.07058E+17;25.12.2021;9;35.6;
7.07058E+17;25.12.2021;8;33.8;
7.07058E+17;25.12.2021;7;34.8;
7.07058E+17;25.12.2021;6;35.8;
7.07058E+17;25.12.2021;5;32.8;
7.07058E+17;25.12.2021;4;30.8;
7.07058E+17;25.12.2021;3;34.4;
7.07058E+17;25.12.2021;2;33.8;
7.07058E+17;25.12.2021;1;31.8;
7.07058E+17;25.12.2021;0;31.8;
7.07058E+17;24.12.2021;Totalt;721.6;33.6
7.07058E+17;24.12.2021;23;33;
7.07058E+17;24.12.2021;22;32.8;
7.07058E+17;24.12.2021;21;33.6;
7.07058E+17;24.12.2021;20;29.2;
7.07058E+17;24.12.2021;19;31;
7.07058E+17;24.12.2021;18;33.2;
7.07058E+17;24.12.2021;17;29.4;
7.07058E+17;24.12.2021;16;29.6;
7.07058E+17;24.12.2021;15;31;
7.07058E+17;24.12.2021;14;28.2;
7.07058E+17;24.12.2021;13;30.2;
7.07058E+17;24.12.2021;12;29;
7.07058E+17;24.12.2021;11;32.2;
7.07058E+17;24.12.2021;10;29.8;
7.07058E+17;24.12.2021;9;31.2;
7.07058E+17;24.12.2021;8;30;
7.07058E+17;24.12.2021;7;31.2;
7.07058E+17;24.12.2021;6;32.6;
7.07058E+17;24.12.2021;5;28.8;
7.07058E+17;24.12.2021;4;25.6;
7.07058E+17;24.12.2021;3;29.6;
7.07058E+17;24.12.2021;2;26.2;
7.07058E+17;24.12.2021;1;27.4;
7.07058E+17;24.12.2021;0;26.8;
7.07058E+17;23.12.2021;Totalt;653.4;30.4
7.07058E+17;23.12.2021;23;25;
7.07058E+17;23.12.2021;22;25;
7.07058E+17;23.12.2021;21;28.6;
7.07058E+17;23.12.2021;20;24.6;
7.07058E+17;23.12.2021;19;24.6;
7.07058E+17;23.12.2021;18;26.2;
7.07058E+17;23.12.2021;17;27.6;
7.07058E+17;23.12.2021;16;29.8;
7.07058E+17;23.12.2021;15;29;
7.07058E+17;23.12.2021;14;29.6;
7.07058E+17;23.12.2021;13;29.8;
7.07058E+17;23.12.2021;12;30.4;
7.07058E+17;23.12.2021;11;26.6;
7.07058E+17;23.12.2021;10;27.2;
7.07058E+17;23.12.2021;9;27;
7.07058E+17;23.12.2021;8;26.2;
7.07058E+17;23.12.2021;7;26.2;
7.07058E+17;23.12.2021;6;25.8;
7.07058E+17;23.12.2021;5;25.6;
7.07058E+17;23.12.2021;4;28.6;
7.07058E+17;23.12.2021;3;27;
7.07058E+17;23.12.2021;2;28.6;
7.07058E+17;23.12.2021;1;27.2;
7.07058E+17;23.12.2021;0;27.2;
7.07058E+17;22.12.2021;Totalt;708.8;33.6
7.07058E+17;22.12.2021;23;28;
7.07058E+17;22.12.2021;22;30.4;
7.07058E+17;22.12.2021;21;32.4;
7.07058E+17;22.12.2021;20;30;
7.07058E+17;22.12.2021;19;33.6;
7.07058E+17;22.12.2021;18;31.4;
7.07058E+17;22.12.2021;17;30;
7.07058E+17;22.12.2021;16;31.2;
7.07058E+17;22.12.2021;15;30;
7.07058E+17;22.12.2021;14;30.8;
7.07058E+17;22.12.2021;13;28.8;
7.07058E+17;22.12.2021;12;31.2;
7.07058E+17;22.12.2021;11;30.4;
7.07058E+17;22.12.2021;10;30.8;
7.07058E+17;22.12.2021;9;27;
7.07058E+17;22.12.2021;8;29.8;
7.07058E+17;22.12.2021;7;29.8;
7.07058E+17;22.12.2021;6;27;
7.07058E+17;22.12.2021;5;29.4;
7.07058E+17;22.12.2021;4;27;
7.07058E+17;22.12.2021;3;29.4;
7.07058E+17;22.12.2021;2;26.8;
7.07058E+17;22.12.2021;1;25.4;
7.07058E+17;22.12.2021;0;28.2;
7.07058E+17;21.12.2021;Totalt;690.4;31.8
7.07058E+17;21.12.2021;23;26.8;
7.07058E+17;21.12.2021;22;26.6;
7.07058E+17;21.12.2021;21;30.4;
7.07058E+17;21.12.2021;20;28.2;
7.07058E+17;21.12.2021;19;30.6;
7.07058E+17;21.12.2021;18;31.8;
7.07058E+17;21.12.2021;17;28.4;
7.07058E+17;21.12.2021;16;29.4;
7.07058E+17;21.12.2021;15;29.4;
7.07058E+17;21.12.2021;14;31.2;
7.07058E+17;21.12.2021;13;29.4;
7.07058E+17;21.12.2021;12;30.8;
7.07058E+17;21.12.2021;11;28.4;
7.07058E+17;21.12.2021;10;27.6;
7.07058E+17;21.12.2021;9;27.6;
7.07058E+17;21.12.2021;8;28.2;
7.07058E+17;21.12.2021;7;29.2;
7.07058E+17;21.12.2021;6;29.6;
7.07058E+17;21.12.2021;5;28.8;
7.07058E+17;21.12.2021;4;29.2;
7.07058E+17;21.12.2021;3;27.8;
7.07058E+17;21.12.2021;2;27.4;
7.07058E+17;21.12.2021;1;26.4;
7.07058E+17;21.12.2021;0;27.2;
7.07058E+17;20.12.2021;Totalt;682.8;34
7.07058E+17;20.12.2021;23;30.6;
7.07058E+17;20.12.2021;22;29.2;
7.07058E+17;20.12.2021;21;30;
7.07058E+17;20.12.2021;20;34;
7.07058E+17;20.12.2021;19;30.6;
7.07058E+17;20.12.2021;18;27.2;
7.07058E+17;20.12.2021;17;26;
7.07058E+17;20.12.2021;16;28;
7.07058E+17;20.12.2021;15;26.6;
7.07058E+17;20.12.2021;14;23;
7.07058E+17;20.12.2021;13;25.2;
7.07058E+17;20.12.2021;12;23.6;
7.07058E+17;20.12.2021;11;26.4;
7.07058E+17;20.12.2021;10;29.8;
7.07058E+17;20.12.2021;9;32.2;
7.07058E+17;20.12.2021;8;32.4;
7.07058E+17;20.12.2021;7;33.2;
7.07058E+17;20.12.2021;6;29.8;
7.07058E+17;20.12.2021;5;27;
7.07058E+17;20.12.2021;4;25;
7.07058E+17;20.12.2021;3;26.6;
7.07058E+17;20.12.2021;2;27.4;
7.07058E+17;20.12.2021;1;28.8;
7.07058E+17;20.12.2021;0;30.2;
7.07058E+17;19.12.2021;Totalt;682.6;32.2
7.07058E+17;19.12.2021;23;31.6;
7.07058E+17;19.12.2021;22;30.6;
7.07058E+17;19.12.2021;21;27.6;
7.07058E+17;19.12.2021;20;27.6;
7.07058E+17;19.12.2021;19;26.2;
7.07058E+17;19.12.2021;18;26.8;
7.07058E+17;19.12.2021;17;26.6;
7.07058E+17;19.12.2021;16;29.2;
7.07058E+17;19.12.2021;15;29.4;
7.07058E+17;19.12.2021;14;27.2;
7.07058E+17;19.12.2021;13;27.2;
7.07058E+17;19.12.2021;12;25.2;
7.07058E+17;19.12.2021;11;26.8;
7.07058E+17;19.12.2021;10;29;
7.07058E+17;19.12.2021;9;28.6;
7.07058E+17;19.12.2021;8;26.8;
7.07058E+17;19.12.2021;7;27;
7.07058E+17;19.12.2021;6;29.6;
7.07058E+17;19.12.2021;5;28.6;
7.07058E+17;19.12.2021;4;28.4;
7.07058E+17;19.12.2021;3;27.8;
7.07058E+17;19.12.2021;2;30.4;
7.07058E+17;19.12.2021;1;32.2;
7.07058E+17;19.12.2021;0;32.2;
7.07058E+17;18.12.2021;Totalt;734.8;34
7.07058E+17;18.12.2021;23;31.2;
7.07058E+17;18.12.2021;22;33;
7.07058E+17;18.12.2021;21;31.4;
7.07058E+17;18.12.2021;20;32;
7.07058E+17;18.12.2021;19;34;
7.07058E+17;18.12.2021;18;32;
7.07058E+17;18.12.2021;17;28;
7.07058E+17;18.12.2021;16;27.2;
7.07058E+17;18.12.2021;15;27.4;
7.07058E+17;18.12.2021;14;27.4;
7.07058E+17;18.12.2021;13;26.6;
7.07058E+17;18.12.2021;12;28.2;
7.07058E+17;18.12.2021;11;28.6;
7.07058E+17;18.12.2021;10;29.8;
7.07058E+17;18.12.2021;9;33.2;
7.07058E+17;18.12.2021;8;33.4;
7.07058E+17;18.12.2021;7;32.2;
7.07058E+17;18.12.2021;6;33.2;
7.07058E+17;18.12.2021;5;32.8;
7.07058E+17;18.12.2021;4;33.2;
7.07058E+17;18.12.2021;3;33.4;
7.07058E+17;18.12.2021;2;32;
7.07058E+17;18.12.2021;1;28.8;
7.07058E+17;18.12.2021;0;25.8;
7.07058E+17;17.12.2021;Totalt;656;30.4
7.07058E+17;17.12.2021;23;27.6;
7.07058E+17;17.12.2021;22;24.8;
7.07058E+17;17.12.2021;21;29;
7.07058E+17;17.12.2021;20;28.8;
7.07058E+17;17.12.2021;19;29.2;
7.07058E+17;17.12.2021;18;27.6;
7.07058E+17;17.12.2021;17;24.8;
7.07058E+17;17.12.2021;16;25.8;
7.07058E+17;17.12.2021;15;24;
7.07058E+17;17.12.2021;14;24.8;
7.07058E+17;17.12.2021;13;25.2;
7.07058E+17;17.12.2021;12;27.8;
7.07058E+17;17.12.2021;11;29;
7.07058E+17;17.12.2021;10;29.2;
7.07058E+17;17.12.2021;9;27;
7.07058E+17;17.12.2021;8;30.4;
7.07058E+17;17.12.2021;7;28.8;
7.07058E+17;17.12.2021;6;30.2;
7.07058E+17;17.12.2021;5;30;
7.07058E+17;17.12.2021;4;26;
7.07058E+17;17.12.2021;3;25;
7.07058E+17;17.12.2021;2;26.2;
7.07058E+17;17.12.2021;1;26.4;
7.07058E+17;17.12.2021;0;28.4;
7.07058E+17;16.12.2021;Totalt;662.6;33.6
7.07058E+17;16.12.2021;23;24.2;
7.07058E+17;16.12.2021;22;27.4;
7.07058E+17;16.12.2021;21;26.2;
7.07058E+17;16.12.2021;20;28.4;
7.07058E+17;16.12.2021;19;27.6;
7.07058E+17;16.12.2021;18;28.8;
7.07058E+17;16.12.2021;17;28.4;
7.07058E+17;16.12.2021;16;26.6;
7.07058E+17;16.12.2021;15;25;
7.07058E+17;16.12.2021;14;25.2;
7.07058E+17;16.12.2021;13;21.8;
7.07058E+17;16.12.2021;12;23.4;
7.07058E+17;16.12.2021;11;22.4;
7.07058E+17;16.12.2021;10;27.6;
7.07058E+17;16.12.2021;9;30.2;
7.07058E+17;16.12.2021;8;33.6;
7.07058E+17;16.12.2021;7;33.4;
7.07058E+17;16.12.2021;6;30;
7.07058E+17;16.12.2021;5;28;
7.07058E+17;16.12.2021;4;28;
7.07058E+17;16.12.2021;3;27.8;
7.07058E+17;16.12.2021;2;30;
7.07058E+17;16.12.2021;1;27.8;
7.07058E+17;16.12.2021;0;30.8;
7.07058E+17;15.12.2021;Totalt;639.4;30.4
7.07058E+17;15.12.2021;23;29.2;
7.07058E+17;15.12.2021;22;30.4;
7.07058E+17;15.12.2021;21;29.2;
7.07058E+17;15.12.2021;20;28.6;
7.07058E+17;15.12.2021;19;29.6;
7.07058E+17;15.12.2021;18;29.8;
7.07058E+17;15.12.2021;17;27.6;
7.07058E+17;15.12.2021;16;27;
7.07058E+17;15.12.2021;15;25;
7.07058E+17;15.12.2021;14;25.2;
7.07058E+17;15.12.2021;13;23.2;
7.07058E+17;15.12.2021;12;25.2;
7.07058E+17;15.12.2021;11;28.2;
7.07058E+17;15.12.2021;10;25.4;
7.07058E+17;15.12.2021;9;28.4;
7.07058E+17;15.12.2021;8;25.6;
7.07058E+17;15.12.2021;7;25.8;
7.07058E+17;15.12.2021;6;26.4;
7.07058E+17;15.12.2021;5;24;
7.07058E+17;15.12.2021;4;24.8;
7.07058E+17;15.12.2021;3;24.6;
7.07058E+17;15.12.2021;2;25.2;
7.07058E+17;15.12.2021;1;24.8;
7.07058E+17;15.12.2021;0;26.2;
7.07058E+17;14.12.2021;Totalt;725.4;35.2
7.07058E+17;14.12.2021;23;27.6;
7.07058E+17;14.12.2021;22;27.6;
7.07058E+17;14.12.2021;21;30.6;
7.07058E+17;14.12.2021;20;31;
7.07058E+17;14.12.2021;19;28.4;
7.07058E+17;14.12.2021;18;29.8;
7.07058E+17;14.12.2021;17;31.4;
7.07058E+17;14.12.2021;16;31;
7.07058E+17;14.12.2021;15;30;
7.07058E+17;14.12.2021;14;33.6;
7.07058E+17;14.12.2021;13;33.4;
7.07058E+17;14.12.2021;12;35.2;
7.07058E+17;14.12.2021;11;31;
7.07058E+17;14.12.2021;10;31.2;
7.07058E+17;14.12.2021;9;31.2;
7.07058E+17;14.12.2021;8;31;
7.07058E+17;14.12.2021;7;33.8;
7.07058E+17;14.12.2021;6;29.8;
7.07058E+17;14.12.2021;5;30.4;
7.07058E+17;14.12.2021;4;27.2;
7.07058E+17;14.12.2021;3;29.6;
7.07058E+17;14.12.2021;2;26.6;
7.07058E+17;14.12.2021;1;27.4;
7.07058E+17;14.12.2021;0;26.6;
7.07058E+17;13.12.2021;Totalt;689.2;35.8
7.07058E+17;13.12.2021;23;28.2;
7.07058E+17;13.12.2021;22;31.4;
7.07058E+17;13.12.2021;21;29;
7.07058E+17;13.12.2021;20;32.4;
7.07058E+17;13.12.2021;19;35;
7.07058E+17;13.12.2021;18;35;
7.07058E+17;13.12.2021;17;32.8;
7.07058E+17;13.12.2021;16;35.8;
7.07058E+17;13.12.2021;15;32.8;
7.07058E+17;13.12.2021;14;32.4;
7.07058E+17;13.12.2021;13;30.6;
7.07058E+17;13.12.2021;12;27.2;
7.07058E+17;13.12.2021;11;25.4;
7.07058E+17;13.12.2021;10;25.4;
7.07058E+17;13.12.2021;9;26.2;
7.07058E+17;13.12.2021;8;26.6;
7.07058E+17;13.12.2021;7;27.8;
7.07058E+17;13.12.2021;6;26.4;
7.07058E+17;13.12.2021;5;26;
7.07058E+17;13.12.2021;4;23.6;
7.07058E+17;13.12.2021;3;25.4;
7.07058E+17;13.12.2021;2;23.8;
7.07058E+17;13.12.2021;1;25.2;
7.07058E+17;13.12.2021;0;24.8;
7.07058E+17;12.12.2021;Totalt;657.8;30.4
7.07058E+17;12.12.2021;23;28.6;
7.07058E+17;12.12.2021;22;29.4;
7.07058E+17;12.12.2021;21;25.8;
7.07058E+17;12.12.2021;20;28;
7.07058E+17;12.12.2021;19;24.6;
7.07058E+17;12.12.2021;18;26.6;
7.07058E+17;12.12.2021;17;30.4;
7.07058E+17;12.12.2021;16;29.2;
7.07058E+17;12.12.2021;15;26.4;
7.07058E+17;12.12.2021;14;27.8;
7.07058E+17;12.12.2021;13;26.6;
7.07058E+17;12.12.2021;12;27;
7.07058E+17;12.12.2021;11;28.6;
7.07058E+17;12.12.2021;10;27;
7.07058E+17;12.12.2021;9;29.4;
7.07058E+17;12.12.2021;8;27.4;
7.07058E+17;12.12.2021;7;27;
7.07058E+17;12.12.2021;6;27;
7.07058E+17;12.12.2021;5;26.4;
7.07058E+17;12.12.2021;4;28.8;
7.07058E+17;12.12.2021;3;26.8;
7.07058E+17;12.12.2021;2;25;
7.07058E+17;12.12.2021;1;26.8;
7.07058E+17;12.12.2021;0;27.2;
7.07058E+17;11.12.2021;Totalt;701.2;34.6
7.07058E+17;11.12.2021;23;29.2;
7.07058E+17;11.12.2021;22;28.4;
7.07058E+17;11.12.2021;21;32.2;
7.07058E+17;11.12.2021;20;31.4;
7.07058E+17;11.12.2021;19;34.6;
7.07058E+17;11.12.2021;18;33.8;
7.07058E+17;11.12.2021;17;29.4;
7.07058E+17;11.12.2021;16;27;
7.07058E+17;11.12.2021;15;28.6;
7.07058E+17;11.12.2021;14;27.6;
7.07058E+17;11.12.2021;13;24.8;
7.07058E+17;11.12.2021;12;28;
7.07058E+17;11.12.2021;11;27.4;
7.07058E+17;11.12.2021;10;27.6;
7.07058E+17;11.12.2021;9;27;
7.07058E+17;11.12.2021;8;28.6;
7.07058E+17;11.12.2021;7;28.4;
7.07058E+17;11.12.2021;6;29.2;
7.07058E+17;11.12.2021;5;28;
7.07058E+17;11.12.2021;4;28.6;
7.07058E+17;11.12.2021;3;26.4;
7.07058E+17;11.12.2021;2;29.8;
7.07058E+17;11.12.2021;1;32;
7.07058E+17;11.12.2021;0;33.2;
7.07058E+17;10.12.2021;Totalt;594.8;34.2
7.07058E+17;10.12.2021;23;34.2;
7.07058E+17;10.12.2021;22;29.6;
7.07058E+17;10.12.2021;21;27.8;
7.07058E+17;10.12.2021;20;27.6;
7.07058E+17;10.12.2021;19;24.6;
7.07058E+17;10.12.2021;18;24.8;
7.07058E+17;10.12.2021;17;29.6;
7.07058E+17;10.12.2021;16;28.4;
7.07058E+17;10.12.2021;15;26.4;
7.07058E+17;10.12.2021;14;23.4;
7.07058E+17;10.12.2021;13;21.4;
7.07058E+17;10.12.2021;12;20;
7.07058E+17;10.12.2021;11;19.2;
7.07058E+17;10.12.2021;10;19;
7.07058E+17;10.12.2021;9;19.6;
7.07058E+17;10.12.2021;8;22.2;
7.07058E+17;10.12.2021;7;24.8;
7.07058E+17;10.12.2021;6;26.2;
7.07058E+17;10.12.2021;5;22.4;
7.07058E+17;10.12.2021;4;23.2;
7.07058E+17;10.12.2021;3;24;
7.07058E+17;10.12.2021;2;25.2;
7.07058E+17;10.12.2021;1;23.2;
7.07058E+17;10.12.2021;0;28;
7.07058E+17;09.12.2021;Totalt;648.4;33.6
7.07058E+17;09.12.2021;23;25.2;
7.07058E+17;09.12.2021;22;26.4;
7.07058E+17;09.12.2021;21;27;
7.07058E+17;09.12.2021;20;26.2;
7.07058E+17;09.12.2021;19;29.2;
7.07058E+17;09.12.2021;18;26;
7.07058E+17;09.12.2021;17;26.2;
7.07058E+17;09.12.2021;16;26.6;
7.07058E+17;09.12.2021;15;29.8;
7.07058E+17;09.12.2021;14;27.6;
7.07058E+17;09.12.2021;13;33.6;
7.07058E+17;09.12.2021;12;27.4;
7.07058E+17;09.12.2021;11;29;
7.07058E+17;09.12.2021;10;28;
7.07058E+17;09.12.2021;9;28.8;
7.07058E+17;09.12.2021;8;26.8;
7.07058E+17;09.12.2021;7;26.4;
7.07058E+17;09.12.2021;6;27.6;
7.07058E+17;09.12.2021;5;24.4;
7.07058E+17;09.12.2021;4;24.2;
7.07058E+17;09.12.2021;3;25.6;
7.07058E+17;09.12.2021;2;23.6;
7.07058E+17;09.12.2021;1;25.4;
7.07058E+17;09.12.2021;0;27.4;
7.07058E+17;08.12.2021;Totalt;689.4;31.4
7.07058E+17;08.12.2021;23;26.2;
7.07058E+17;08.12.2021;22;24.4;
7.07058E+17;08.12.2021;21;27.4;
7.07058E+17;08.12.2021;20;27.8;
7.07058E+17;08.12.2021;19;25.8;
7.07058E+17;08.12.2021;18;28.2;
7.07058E+17;08.12.2021;17;31.2;
7.07058E+17;08.12.2021;16;30.6;
7.07058E+17;08.12.2021;15;29.6;
7.07058E+17;08.12.2021;14;31.4;
7.07058E+17;08.12.2021;13;30.8;
7.07058E+17;08.12.2021;12;29.6;
7.07058E+17;08.12.2021;11;30.4;
7.07058E+17;08.12.2021;10;31;
7.07058E+17;08.12.2021;9;30.2;
7.07058E+17;08.12.2021;8;29.8;
7.07058E+17;08.12.2021;7;28.8;
7.07058E+17;08.12.2021;6;31.2;
7.07058E+17;08.12.2021;5;27.2;
7.07058E+17;08.12.2021;4;28;
7.07058E+17;08.12.2021;3;28.2;
7.07058E+17;08.12.2021;2;26;
7.07058E+17;08.12.2021;1;26.6;
7.07058E+17;08.12.2021;0;29;
7.07058E+17;07.12.2021;Totalt;787.4;39.6
7.07058E+17;07.12.2021;23;26.2;
7.07058E+17;07.12.2021;22;27.4;
7.07058E+17;07.12.2021;21;30.2;
7.07058E+17;07.12.2021;20;35;
7.07058E+17;07.12.2021;19;32.4;
7.07058E+17;07.12.2021;18;30.4;
7.07058E+17;07.12.2021;17;31.8;
7.07058E+17;07.12.2021;16;28.4;
7.07058E+17;07.12.2021;15;31;
7.07058E+17;07.12.2021;14;34.2;
7.07058E+17;07.12.2021;13;31.2;
7.07058E+17;07.12.2021;12;34.2;
7.07058E+17;07.12.2021;11;33.2;
7.07058E+17;07.12.2021;10;32.8;
7.07058E+17;07.12.2021;9;33.2;
7.07058E+17;07.12.2021;8;33;
7.07058E+17;07.12.2021;7;36;
7.07058E+17;07.12.2021;6;39.6;
7.07058E+17;07.12.2021;5;35.4;
7.07058E+17;07.12.2021;4;33.8;
7.07058E+17;07.12.2021;3;34.2;
7.07058E+17;07.12.2021;2;34;
7.07058E+17;07.12.2021;1;35.6;
7.07058E+17;07.12.2021;0;34.2;
7.07058E+17;06.12.2021;Totalt;757.8;37
7.07058E+17;06.12.2021;23;33.2;
7.07058E+17;06.12.2021;22;34.6;
7.07058E+17;06.12.2021;21;33.6;
7.07058E+17;06.12.2021;20;35.8;
7.07058E+17;06.12.2021;19;36.6;
7.07058E+17;06.12.2021;18;35;
7.07058E+17;06.12.2021;17;37;
7.07058E+17;06.12.2021;16;33.8;
7.07058E+17;06.12.2021;15;32;
7.07058E+17;06.12.2021;14;31.6;
7.07058E+17;06.12.2021;13;30.2;
7.07058E+17;06.12.2021;12;30.6;
